,x,yhat,y
1367,"[1.0, 0.38412027280289385, 0.20694358386798314, 1.0]",[0],[0]
1368,"[0.0, 0.11866876303884474, 0.6916653336853792, 1.0]",[0],[0]
1369,"[0.0, 0.46023033336095925, 0.5508669555159066, 1.0]",[0],[0]
1370,"[1.0, 0.38294163082912347, 0.19685513110787958, 1.0]",[0],[0]
1371,"[0.0, 0.15730509139142398, 0.42536321922401155, 1.0]",[0],[0]
1372,"[0.0, 0.18736794035390822, 0.47229679753231213, 1.0]",[0],[0]
1373,"[1.0, 0.40827831997462544, 0.2301489625700328, 1.0]",[0],[0]
1374,"[0.0, 0.25489442376652566, 0.557229971631119, 1.0]",[0],[0]
1375,"[1.0, 0.4408750596408294, 0.10958033397500605, 1.0]",[0],[0]
1376,"[1.0, 0.4250204941933177, 0.1289774926791567, 1.0]",[0],[0]
1377,"[0.0, 0.6337591516608492, 0.40764857766471, 1.0]",[0],[0]
1378,"[0.0, 0.5215614961487635, 0.4771431451455034, 1.0]",[0],[0]
1379,"[0.0, 0.2549665050959503, 0.46204790142963936, 1.0]",[0],[0]
1380,"[0.0, 0.7218747733696705, 0.309754062777567, 1.0]",[1],[0]
1381,"[1.0, 0.41331354784061486, 0.2719365474686134, 1.0]",[0],[0]
1382,"[0.0, 0.3945035537383758, 0.621525208121136, 1.0]",[0],[0]
1383,"[0.0, 0.1225426015439956, 0.5311674110620546, 1.0]",[0],[0]
1384,"[0.0, 0.23288019696216453, 0.6783858814758765, 1.0]",[0],[0]
1385,"[1.0, 0.4259258653120087, 0.2760416503647187, 1.0]",[0],[0]
1386,"[0.0, 0.24476048064928185, 0.43285903615446464, 1.0]",[0],[0]
1387,"[0.0, 0.1270288966566059, 0.4708423614979401, 1.0]",[0],[0]
1388,"[1.0, 0.5159162975826642, 0.2386897734862423, 1.0]",[0],[0]
1389,"[0.0, 0.5378842925532952, 0.3662115618193164, 1.0]",[0],[0]
1390,"[0.0, 0.6458092341524054, 0.714557599161855, 1.0]",[0],[0]
1391,"[0.0, 0.022966598792926816, 0.5602484219043274, 1.0]",[0],[0]
1392,"[0.0, 0.5762362946499687, 0.7132196061910545, 1.0]",[0],[0]
1393,"[1.0, 0.30636265676700475, 0.33046280142484386, 1.0]",[0],[0]
1394,"[0.0, 0.0, 0.4356771802150862, 1.0]",[0],[0]
1395,"[1.0, 0.05313090084646894, 0.14484880264415395, 1.0]",[0],[0]
1396,"[1.0, 0.39892189200141887, 0.2100493143313965, 1.0]",[0],[0]
1397,"[0.0, 0.3164363298547328, 0.6399321110365047, 1.0]",[0],[0]
1398,"[0.0, 0.11909781085326535, 0.5021960149716108, 1.0]",[0],[0]
1399,"[1.0, 0.45299343639384393, 0.1822511708059271, 1.0]",[0],[0]
1400,"[0.0, 0.6548227599447581, 0.522787497307757, 1.0]",[0],[0]
1401,"[1.0, 0.25343310853865114, 0.1789446217798426, 1.0]",[0],[0]
1402,"[0.0, 0.11253512263386632, 0.5334773991919916, 1.0]",[0],[0]
1403,"[0.0, 0.44803943377227257, 0.4000649642094807, 1.0]",[0],[0]
1404,"[0.0, 0.010285819416547055, 0.3335820766713107, 1.0]",[0],[0]
1405,"[0.0, 0.38977973941626903, 0.5561898928537065, 1.0]",[0],[0]
1406,"[0.0, 0.410388016833113, 0.37729209526329954, 1.0]",[0],[0]
1407,"[0.0, 0.6021511595657694, 0.626975492964566, 1.0]",[0],[0]
1408,"[0.0, 0.3321615118192025, 0.5901716489011949, 1.0]",[0],[0]
1409,"[0.0, 0.13291453868114936, 0.49435133338668236, 1.0]",[0],[0]
1410,"[1.0, 0.4374096002866533, 0.18055874039453754, 1.0]",[0],[0]
1411,"[0.0, 0.16927593204481714, 0.6419484783266157, 1.0]",[0],[0]
1412,"[0.0, 0.4299546032267933, 0.5103674146072655, 1.0]",[0],[0]
1413,"[1.0, 0.6038639091920228, 0.2079421258786024, 1.0]",[0],[0]
1414,"[0.0, 0.1775807212212778, 0.6155529771745201, 1.0]",[0],[0]
1415,"[1.0, 0.5208252544358422, 0.20483894809746722, 1.0]",[0],[0]
1416,"[0.0, 0.5460241943102849, 0.5213964342661211, 1.0]",[0],[0]
1417,"[1.0, 0.41243690156519996, 0.2592155863911142, 1.0]",[0],[0]
1418,"[0.0, 0.4545763073071191, 0.3417606501699177, 1.0]",[0],[0]
1419,"[0.0, 0.22609718442902624, 0.5306788715858026, 1.0]",[0],[0]
1420,"[1.0, 0.46779958028733576, 0.26562927199237457, 1.0]",[0],[0]
1421,"[0.0, 0.5904200835158778, 0.5150029673264319, 1.0]",[0],[0]
1422,"[1.0, 0.3957609890742985, 0.16335907895577986, 1.0]",[0],[0]
1423,"[1.0, 0.5150142214666527, 0.14456133536378726, 1.0]",[0],[0]
1424,"[0.0, 0.33793235080407197, 0.48066352909188365, 1.0]",[0],[0]
1425,"[0.0, 0.0, 0.6277539165187127, 1.0]",[0],[0]
1426,"[1.0, 0.5517018930708896, 0.1813153264861764, 1.0]",[0],[0]
1427,"[0.0, 0.34001663221358214, 0.5203953704873479, 1.0]",[0],[0]
1428,"[0.0, 0.233203923854958, 0.22464785421951847, 1.0]",[0],[0]
1429,"[1.0, 0.42330764812061034, 0.21036632782026926, 1.0]",[0],[0]
1430,"[0.0, 0.41013761094574663, 0.8227013513062054, 1.0]",[0],[0]
1431,"[0.0, 0.18822986517069054, 0.5671835295800203, 1.0]",[0],[0]
1432,"[0.0, 0.16911358131778179, 0.5173553091804164, 1.0]",[0],[0]
1433,"[0.0, 0.22493182030638012, 0.4251190813174505, 1.0]",[0],[0]
1434,"[0.0, 0.3326618703332763, 0.22546385533422944, 1.0]",[0],[0]
1435,"[1.0, 0.4532340605010173, 0.20857394490090297, 1.0]",[0],[0]
1436,"[1.0, 0.4271605924057062, 0.21749886628281456, 1.0]",[0],[0]
1437,"[1.0, 0.29178761737661535, 0.13137586085513775, 1.0]",[0],[0]
1438,"[0.0, 0.27975583322620245, 0.6517473294952213, 1.0]",[0],[0]
1439,"[0.0, 0.4115347075283287, 0.6037878099193686, 1.0]",[0],[0]
1440,"[0.0, 0.10655755523363336, 0.3944116053088814, 1.0]",[0],[0]
1441,"[0.0, 0.18288675064940563, 0.5205181028577326, 1.0]",[0],[0]
1442,"[0.0, 0.006416582582689075, 0.32590694311940016, 1.0]",[0],[0]
1443,"[0.0, 0.2226807967292066, 0.592140787515974, 1.0]",[0],[0]
1444,"[0.0, 0.31703993222563015, 0.5422709674221596, 1.0]",[0],[0]
1445,"[0.0, 0.5371621527435632, 0.4567579998866796, 1.0]",[0],[0]
1446,"[0.0, 0.18253838967460903, 0.5358899142207684, 1.0]",[0],[0]
1447,"[1.0, 0.4156302575938306, 0.29731062012830234, 1.0]",[0],[0]
1448,"[0.0, 0.3790247640194882, 0.3603913371325066, 1.0]",[0],[0]
1449,"[0.0, 0.3431156508386643, 0.5420378763000246, 1.0]",[0],[0]
1450,"[1.0, 0.38919227653059757, 0.24987333326391545, 1.0]",[0],[0]
1451,"[0.0, 0.5283880933241929, 0.624270371766216, 1.0]",[0],[0]
1452,"[0.0, 0.23325697761762926, 0.5565918126028415, 1.0]",[0],[0]
1453,"[0.0, 0.11747802988207715, 0.6530312216495892, 1.0]",[0],[0]
1454,"[0.0, 0.0, 0.4002270523208509, 1.0]",[0],[0]
1455,"[0.0, 0.2912877181511039, 0.5098170055264839, 1.0]",[0],[0]
1456,"[0.0, 0.16078081603899222, 0.5183107435745472, 1.0]",[0],[0]
1457,"[0.0, 0.3993549731236585, 0.5356451881214719, 1.0]",[0],[0]
1458,"[0.0, 0.6411008603047801, 0.5192918436989244, 1.0]",[0],[0]
1459,"[0.0, 0.022134161763615275, 0.3595253858003696, 1.0]",[0],[0]
1460,"[1.0, 0.4616416942233776, 0.06529622306042179, 1.0]",[0],[0]
1461,"[0.0, 0.29448861753568567, 0.6685083169017547, 1.0]",[0],[0]
1462,"[1.0, 0.454093274833375, 0.26266842366320575, 1.0]",[0],[0]
1463,"[0.0, 0.0, 0.5425199030633927, 1.0]",[0],[0]
1464,"[1.0, 0.32816915459939183, 0.1699919303089045, 1.0]",[0],[0]
1465,"[0.0, 0.24196615633954507, 0.39091978395227484, 1.0]",[0],[0]
1466,"[1.0, 0.008742739831181694, 0.29436684079234016, 1.0]",[0],[0]
1467,"[1.0, 0.594611057928929, 0.16496643301052621, 1.0]",[0],[0]
1468,"[0.0, 0.0, 0.7119003179141185, 1.0]",[0],[0]
1469,"[0.0, 0.34740468820094156, 0.6507822123852182, 1.0]",[0],[0]
1470,"[0.0, 0.07899358295628647, 0.47973455773761026, 1.0]",[0],[0]
1471,"[0.0, 0.34811637506111465, 0.3851461157990398, 1.0]",[0],[0]
1472,"[0.0, 0.38091108938373436, 0.5115221953647773, 1.0]",[0],[0]
1473,"[0.0, 0.49971784966651317, 0.47245331313236094, 1.0]",[0],[0]
1474,"[0.0, 0.6035452915501255, 0.5640897969568878, 1.0]",[0],[0]
1475,"[0.0, 0.3635627275770871, 0.43661163120091245, 1.0]",[0],[0]
1476,"[0.0, 0.023399919215395318, 0.692947990236554, 1.0]",[0],[0]
1477,"[1.0, 0.4481236571451291, 0.22691889714803873, 1.0]",[0],[0]
1478,"[0.0, 0.21172624250022576, 0.5451058802654933, 1.0]",[0],[0]
1479,"[0.0, 0.23197129955767667, 0.5209393674291961, 1.0]",[0],[0]
1480,"[1.0, 0.1000269994689598, 0.31605869365353184, 1.0]",[0],[0]
1481,"[0.0, 0.5402479487481856, 0.26233049285355603, 1.0]",[0],[0]
1482,"[0.0, 0.3492361234017549, 0.659245004708026, 1.0]",[0],[0]
1483,"[0.0, 0.28759703745216536, 0.5524171723002482, 1.0]",[0],[0]
1484,"[0.0, 0.20410313885677475, 0.776976873306452, 1.0]",[0],[0]
1485,"[0.0, 0.4410705294773486, 0.6740788178432597, 1.0]",[0],[0]
1486,"[1.0, 0.6314596798275509, 0.34233540817665314, 1.0]",[0],[0]
1487,"[0.0, 0.2683969368838311, 0.5712947147270051, 1.0]",[0],[0]
1488,"[1.0, 0.6508457587711073, 0.1488846301481481, 1.0]",[0],[0]
1489,"[1.0, 0.20448503904824564, 0.23210205840313097, 1.0]",[0],[0]
1490,"[1.0, 0.3020437627849193, 0.2463023287445015, 1.0]",[0],[0]
1491,"[0.0, 0.3685457445319939, 0.5858349577215765, 1.0]",[0],[0]
1492,"[0.0, 0.3893530041693018, 0.8028329334342225, 1.0]",[0],[0]
1493,"[0.0, 0.4471183124955646, 0.7133232506698314, 1.0]",[0],[0]
1494,"[0.0, 0.24292460197949958, 0.43315965100573844, 1.0]",[0],[0]
1495,"[0.0, 0.3963148949986552, 0.7160565395815427, 1.0]",[0],[0]
1496,"[0.0, 0.3829465609005919, 0.6713604832612672, 1.0]",[0],[0]
1497,"[0.0, 0.43078086640212493, 0.4809060799360088, 1.0]",[0],[0]
1498,"[0.0, 0.5289858771106651, 0.3846064516434363, 1.0]",[0],[0]
1499,"[1.0, 0.43532940474074466, 0.33069586067108203, 1.0]",[0],[0]
1500,"[0.0, 0.458194179937533, 0.6428728830464696, 1.0]",[0],[0]
1501,"[0.0, 0.12320981084101663, 0.6949078735747506, 1.0]",[0],[0]
1502,"[0.0, 0.4349806328889846, 0.8287384639922121, 1.0]",[0],[0]
1503,"[0.0, 0.15866440025336243, 0.8365139457528885, 1.0]",[0],[0]
1504,"[0.0, 0.10913578176942726, 0.6212925100892641, 1.0]",[0],[0]
1505,"[0.0, 0.47032704174234474, 0.5603541306222211, 1.0]",[0],[0]
1506,"[0.0, 0.0, 0.5617263229954947, 1.0]",[0],[0]
1507,"[0.0, 0.25431073796510556, 0.6005315286331142, 1.0]",[0],[0]
1508,"[0.0, 0.35707638275386466, 0.6115808260338671, 1.0]",[0],[0]
1509,"[0.0, 0.30035888497826646, 0.5379967226359296, 1.0]",[0],[0]
1510,"[0.0, 0.5760990264809472, 0.5915496458478153, 1.0]",[0],[0]
1511,"[1.0, 0.31023786658249786, 0.15882919249910984, 1.0]",[0],[0]
1512,"[0.0, 0.3295934312996628, 0.4937623224573563, 1.0]",[0],[0]
1513,"[1.0, 0.4568913559962126, 0.2379495885053323, 1.0]",[0],[0]
1514,"[0.0, 0.23370194761135918, 0.7112283242700327, 1.0]",[0],[0]
1515,"[0.0, 0.5629512149392952, 0.6507350411414591, 1.0]",[0],[0]
1516,"[1.0, 0.4869217207004609, 0.10248471402511695, 1.0]",[0],[0]
1517,"[0.0, 0.25780394876918683, 0.49791271495753064, 1.0]",[0],[0]
1518,"[0.0, 0.3511094711798134, 0.5515281341627994, 1.0]",[0],[0]
1519,"[1.0, 0.08664686258540115, 0.024308573879472047, 1.0]",[0],[0]
1520,"[0.0, 0.44249313049583167, 0.31835005128350224, 1.0]",[0],[0]
1521,"[0.0, 0.35991984513791814, 0.5440422847703491, 1.0]",[0],[0]
1522,"[0.0, 0.13939561764101124, 0.5291762426302176, 1.0]",[0],[0]
1523,"[0.0, 0.0, 0.7717806132560708, 1.0]",[0],[0]
1524,"[1.0, 0.1494925626929528, 0.347471959725877, 1.0]",[0],[0]
1525,"[1.0, 0.38903552956858095, 0.2796146707598195, 1.0]",[0],[0]
1526,"[1.0, 0.5350533570566293, 0.30253012691306436, 1.0]",[0],[0]
1527,"[1.0, 0.5208193444533322, 0.2252482066479208, 1.0]",[0],[0]
1528,"[1.0, 0.8997301347596268, 0.09700395886070252, 1.0]",[1],[0]
1529,"[0.0, 0.2048712086906501, 0.7033689175320926, 1.0]",[0],[0]
1530,"[0.0, 0.360284525794577, 0.5798106576347672, 1.0]",[0],[0]
1531,"[0.0, 0.24885207162552497, 0.4219169706448512, 1.0]",[0],[0]
1532,"[1.0, 0.270253207385597, 0.24195756032252505, 1.0]",[0],[0]
1533,"[1.0, 0.33929913034805154, 0.23399875437073248, 1.0]",[0],[0]
1534,"[0.0, 0.33053393541267906, 0.5484510606802854, 1.0]",[0],[0]
1535,"[0.0, 0.28636294988134103, 0.6203348428709929, 1.0]",[0],[0]
1536,"[0.0, 0.4897387682845071, 0.5968840447688892, 1.0]",[0],[0]
1537,"[1.0, 0.06190110922674834, 0.2366495512091834, 1.0]",[0],[0]
1538,"[0.0, 0.07700503376949011, 0.5249583225538133, 1.0]",[0],[0]
1539,"[0.0, 0.017399275000552907, 0.5737901560007415, 1.0]",[0],[0]
1540,"[1.0, 0.7093492731533019, 0.2087880701391735, 1.0]",[0],[0]
1541,"[0.0, 0.13608018330775784, 0.6680619034842004, 1.0]",[0],[0]
1542,"[0.0, 0.2500111345547324, 0.6501247566232496, 1.0]",[0],[0]
1543,"[0.0, 0.35953828620112677, 0.3628435849171873, 1.0]",[0],[0]
1544,"[1.0, 0.11551375600401026, 0.14756227189258966, 1.0]",[0],[0]
1545,"[0.0, 0.37432966365275716, 0.3559982719178598, 1.0]",[0],[0]
1546,"[0.0, 0.5739214546770294, 0.6022258056481864, 1.0]",[0],[0]
1547,"[0.0, 0.5948212588310517, 0.8305342624414107, 1.0]",[0],[1]
1548,"[0.0, 0.7503417776001314, 0.5682896102872868, 1.0]",[1],[1]
1549,"[0.0, 0.6533599418852247, 0.5063000588185209, 1.0]",[0],[0]
1550,"[0.0, 0.0, 0.5548083148149444, 1.0]",[0],[0]
1551,"[0.0, 0.7367444234856254, 0.6146544532098208, 1.0]",[1],[0]
1552,"[0.0, 0.2356653741169099, 0.6217794912188667, 1.0]",[0],[0]
1553,"[0.0, 0.1844981824469853, 0.360956924773454, 1.0]",[0],[0]
1554,"[0.0, 0.08546651671172012, 0.4430052466657936, 1.0]",[0],[0]
1555,"[0.0, 0.1328566532148578, 0.5307993126013054, 1.0]",[0],[0]
1556,"[0.0, 0.12791560135530414, 0.7965597029272322, 1.0]",[0],[0]
1557,"[1.0, 0.5906137016558307, 0.25281861626287633, 1.0]",[0],[1]
1558,"[1.0, 0.33338783108025677, 0.36323138968942353, 1.0]",[0],[0]
1559,"[0.0, 0.0, 0.48867509679764665, 1.0]",[0],[0]
1560,"[0.0, 0.19734365436072002, 0.6115805979563289, 1.0]",[0],[0]
1561,"[0.0, 0.49550316562578944, 0.7114945591803483, 1.0]",[0],[0]
1562,"[0.0, 0.40240322772283876, 0.5096224983913993, 1.0]",[0],[0]
1563,"[0.0, 0.07103285173580198, 0.672214083232939, 1.0]",[0],[0]
1564,"[1.0, 0.684608265939716, 0.32740214265527334, 1.0]",[0],[0]
1565,"[0.0, 0.3317535827642375, 0.6701523753648032, 1.0]",[0],[0]
1566,"[0.0, 0.4461177378012852, 0.33558716264184046, 1.0]",[0],[0]
1567,"[0.0, 0.48825702072467325, 0.5362299372983406, 1.0]",[0],[0]
1568,"[0.0, 0.14230146675284883, 0.6314363090241171, 1.0]",[0],[0]
1569,"[0.0, 0.0, 0.6185768584410595, 1.0]",[0],[0]
1570,"[0.0, 0.1965425599047461, 0.6585146098867443, 1.0]",[0],[0]
1571,"[0.0, 0.22718429374501162, 0.6932708154433709, 1.0]",[0],[0]
1572,"[0.0, 0.36136226786174913, 0.5157591328485863, 1.0]",[0],[0]
1573,"[1.0, 0.3078455669963755, 0.17009729320079592, 1.0]",[0],[0]
1574,"[1.0, 0.32272819281479825, 0.25122740982304076, 1.0]",[0],[0]
1575,"[0.0, 0.24578668029985518, 0.6235458000667554, 1.0]",[0],[1]
1576,"[0.0, 0.8297644057713052, 0.6391019692518228, 1.0]",[1],[1]
1577,"[1.0, 0.5516872403680297, 0.2892802735347769, 1.0]",[0],[0]
1578,"[0.0, 0.2945832682395118, 0.7440485602809446, 1.0]",[0],[0]
1579,"[0.0, 0.45244943808216326, 0.6439053717881206, 1.0]",[0],[0]
1580,"[1.0, 0.5682458216035607, 0.2318330861501689, 1.0]",[0],[0]
1581,"[0.0, 0.021462184312145187, 0.47657919773928537, 1.0]",[0],[0]
1582,"[1.0, 0.28908963011434674, 0.291385251284204, 1.0]",[0],[0]
1583,"[0.0, 0.45353529178587676, 0.5593803829757356, 1.0]",[0],[0]
1584,"[0.0, 0.050360666864176944, 0.38086795288801684, 1.0]",[0],[0]
1585,"[0.0, 0.33938556196795877, 0.44459651355991636, 1.0]",[0],[0]
1586,"[0.0, 0.5892250750309709, 0.49940234555438134, 1.0]",[0],[0]
1587,"[0.0, 0.33059336153572316, 0.340959105049244, 1.0]",[0],[0]
1588,"[0.0, 0.011775714836854101, 0.6072743107491148, 1.0]",[0],[0]
1589,"[0.0, 0.2537578802177961, 0.6649663939172117, 1.0]",[0],[0]
1590,"[0.0, 0.2356967054632775, 0.7265959941022051, 1.0]",[0],[0]
1591,"[1.0, 0.392307420136263, 0.1553511663986603, 1.0]",[0],[0]
1592,"[0.0, 0.4029736512326601, 0.5430904322927366, 1.0]",[0],[0]
1593,"[0.0, 0.5872914954252343, 0.6111928353646977, 1.0]",[0],[0]
1594,"[0.0, 0.0, 0.8439010144887614, 1.0]",[0],[0]
1595,"[1.0, 0.5496293009715937, 0.28048859175316254, 1.0]",[0],[0]
1596,"[0.0, 0.2576274103166879, 0.6342981308950726, 1.0]",[0],[0]
1597,"[0.0, 0.2457375301320573, 0.6576804561357281, 1.0]",[0],[0]
1598,"[0.0, 0.101453087139775, 0.45443131730532466, 1.0]",[0],[0]
1599,"[0.0, 0.356451616753306, 0.5395093841178763, 1.0]",[0],[0]
1600,"[0.0, 0.4461808944053528, 0.506003862626059, 1.0]",[0],[0]
1601,"[1.0, 0.22672628234466707, 0.2128861296986285, 1.0]",[0],[0]
1602,"[1.0, 0.6763382349350141, 0.08711518805397216, 1.0]",[0],[0]
1603,"[0.0, 0.3960425061011876, 0.4256211451047359, 1.0]",[0],[0]
1604,"[1.0, 0.48197488035832464, 0.2344673752585117, 1.0]",[0],[0]
1605,"[0.0, 0.23529462407737134, 0.653639569981854, 1.0]",[0],[0]
1606,"[0.0, 0.29590638477845654, 0.5041529276685708, 1.0]",[0],[0]
1607,"[1.0, 0.37835403092318043, 0.2239220731595211, 1.0]",[0],[0]
1608,"[0.0, 0.2151138285010013, 0.6354437925355443, 1.0]",[0],[0]
1609,"[0.0, 0.36076696613983816, 0.47482566329447623, 1.0]",[0],[0]
1610,"[0.0, 0.15894710990093316, 0.5022073893083567, 1.0]",[0],[0]
1611,"[1.0, 0.3912938428776714, 0.1585678613932612, 1.0]",[0],[0]
1612,"[0.0, 0.2704907247113736, 0.5915577193804784, 1.0]",[0],[0]
1613,"[1.0, 0.47300174679296403, 0.21888642064005737, 1.0]",[0],[0]
1614,"[0.0, 0.4541990114166139, 0.34553599869872087, 1.0]",[0],[0]
1615,"[1.0, 0.20249706940668388, 0.11884415849133977, 1.0]",[0],[0]
1616,"[1.0, 0.631294319368363, 0.27480822915902353, 1.0]",[0],[0]
1617,"[1.0, 0.6154857807305181, 0.20629131879355375, 1.0]",[0],[0]
1618,"[0.0, 0.2993547484335604, 0.5049071392806826, 1.0]",[0],[0]
1619,"[1.0, 0.09467802669211069, 0.16881363613116757, 1.0]",[0],[0]
1620,"[0.0, 0.4029378044215527, 0.4660755289965515, 1.0]",[0],[0]
1621,"[0.0, 0.34431156708814425, 0.7287127168830756, 1.0]",[0],[0]
1622,"[0.0, 0.0, 0.6698579217671707, 1.0]",[0],[0]
1623,"[1.0, 0.20500137180764422, 0.2649664805899738, 1.0]",[0],[0]
1624,"[0.0, 0.27743149214732066, 0.4294314816896685, 1.0]",[0],[0]
1625,"[0.0, 0.2918025416741963, 0.3011710954381202, 1.0]",[0],[0]
1626,"[1.0, 0.10901348239144842, 0.20531832531430147, 1.0]",[0],[0]
1627,"[0.0, 0.29599110899473435, 0.5178669247450839, 1.0]",[0],[0]
1628,"[0.0, 0.431774080272902, 0.5376374827892009, 1.0]",[0],[0]
1629,"[0.0, 0.31226078943616686, 0.5387618168441192, 1.0]",[0],[0]
1630,"[0.0, 0.25720777793663313, 0.4452075650231969, 1.0]",[0],[0]
1631,"[1.0, 0.5133680666098512, 0.23952626187191428, 1.0]",[0],[0]
1632,"[0.0, 0.6406907466246107, 0.4083002276167669, 1.0]",[0],[1]
1633,"[0.0, 0.37720433079720755, 0.604947273960595, 1.0]",[0],[0]
1634,"[0.0, 0.4182974405745325, 0.3672481838480645, 1.0]",[0],[0]
1635,"[0.0, 0.08744443727324873, 0.5440472167410181, 1.0]",[0],[0]
1636,"[1.0, 0.30858996698674046, 0.208649397622, 1.0]",[0],[0]
1637,"[0.0, 0.14154306364156094, 0.5104815918716309, 1.0]",[0],[0]
1638,"[0.0, 0.14607565862786076, 0.7473225604439933, 1.0]",[0],[0]
1639,"[1.0, 0.41322041334285814, 0.2112615225398917, 1.0]",[0],[0]
1640,"[1.0, 0.5025034033391728, 0.27912508047813867, 1.0]",[0],[0]
1641,"[1.0, 0.22988365254366883, 0.25058519225114867, 1.0]",[0],[0]
1642,"[0.0, 0.5886453286151004, 0.5811218648222544, 1.0]",[0],[1]
1643,"[0.0, 0.34243258774136276, 0.5493800717420338, 1.0]",[0],[0]
1644,"[0.0, 0.5246609378196391, 0.7317061536453591, 1.0]",[0],[0]
1645,"[0.0, 0.0, 0.4742414513363872, 1.0]",[0],[0]
1646,"[0.0, 0.2257465277272313, 0.7205895910949414, 1.0]",[0],[0]
1647,"[0.0, 0.2372598106930316, 0.7185453333568138, 1.0]",[0],[0]
1648,"[1.0, 0.29021643279727727, 0.38865480019208815, 1.0]",[0],[0]
1649,"[0.0, 0.0, 0.48817607331142443, 1.0]",[0],[0]
1650,"[0.0, 0.10566224359310879, 0.3495486107946468, 1.0]",[0],[0]
1651,"[1.0, 0.38675641509519376, 0.3141504980439345, 1.0]",[0],[0]
1652,"[0.0, 0.1465742450890415, 0.2996561825835586, 1.0]",[0],[0]
1653,"[0.0, 0.15813038531756812, 0.5038668134650691, 1.0]",[0],[0]
1654,"[0.0, 0.24669527807987118, 0.5974504779454811, 1.0]",[0],[0]
1655,"[0.0, 0.3865899492692255, 0.5271018815423688, 1.0]",[0],[0]
1656,"[0.0, 0.038000974452775026, 0.4206724057904744, 1.0]",[0],[0]
1657,"[0.0, 0.19901662592798594, 0.6680524785234254, 1.0]",[0],[0]
1658,"[1.0, 0.0023805940152618436, 0.2492454190389854, 1.0]",[0],[0]
1659,"[0.0, 0.14029162915879143, 0.33803469980098116, 1.0]",[0],[0]
1660,"[0.0, 0.5368348605719729, 0.36955409708425, 1.0]",[0],[1]
1661,"[1.0, 0.6090966081584501, 0.16193306193224932, 1.0]",[0],[0]
1662,"[1.0, 0.044419274004622714, 0.19067681094651906, 1.0]",[0],[0]
1663,"[0.0, 0.07941660328175576, 0.46298272077442926, 1.0]",[0],[0]
1664,"[0.0, 0.21108854186229095, 0.3798643303815366, 1.0]",[0],[0]
1665,"[1.0, 0.6591322489659599, 0.26526234029936885, 1.0]",[0],[0]
1666,"[0.0, 0.29920109182690385, 0.5848130291073392, 1.0]",[0],[0]
1667,"[0.0, 0.2606132802978503, 0.6134598987523651, 1.0]",[0],[0]
1668,"[0.0, 0.13380821883195254, 0.40763951419309347, 1.0]",[0],[0]
1669,"[1.0, 0.6652898762068171, 0.23744152243170177, 1.0]",[0],[0]
1670,"[0.0, 0.3495302818461956, 0.5142105073859597, 1.0]",[0],[0]
1671,"[0.0, 0.26704138472429584, 0.5155550694020482, 1.0]",[0],[0]
1672,"[0.0, 0.44493475272313693, 0.47197997997028845, 1.0]",[0],[0]
1673,"[0.0, 0.23216996139507648, 0.5724570164100364, 1.0]",[0],[0]
1674,"[1.0, 0.11033226083671001, 0.19852319775453572, 1.0]",[0],[0]
1675,"[0.0, 0.1741078461520044, 0.6014414225378839, 1.0]",[0],[0]
1676,"[1.0, 0.6294751083034905, 0.14583102666868927, 1.0]",[0],[0]
1677,"[1.0, 0.16371795317164195, 0.1929134434321452, 1.0]",[0],[0]
1678,"[0.0, 0.47939817017929776, 0.5756807708166323, 1.0]",[0],[0]
1679,"[0.0, 0.49685259731596393, 0.604626385351911, 1.0]",[0],[0]
1680,"[1.0, 0.2004188989725867, 0.28283901596967687, 1.0]",[0],[0]
1681,"[1.0, 0.3939451351748591, 0.3100079169246505, 1.0]",[0],[0]
1682,"[0.0, 0.003840699989585592, 0.4378809108670769, 1.0]",[0],[0]
1683,"[0.0, 0.3822906221628731, 0.5222264185948641, 1.0]",[0],[0]
1684,"[1.0, 0.3854864846690736, 0.23251540318817543, 1.0]",[0],[0]
1685,"[1.0, 0.6972069494239196, 0.2698057021540581, 1.0]",[0],[0]
1686,"[0.0, 0.3749063281146579, 0.6390961134297282, 1.0]",[0],[0]
1687,"[0.0, 0.4204070816749139, 0.28680528147327994, 1.0]",[0],[0]
1688,"[0.0, 0.23492804331254727, 0.7791944353497761, 1.0]",[0],[0]
1689,"[1.0, 0.37402395250546216, 0.21726936339741873, 1.0]",[0],[0]
1690,"[0.0, 0.2026957574654634, 0.36427202217314864, 1.0]",[0],[0]
1691,"[0.0, 0.37022599294653324, 0.5416497718668783, 1.0]",[0],[0]
1692,"[0.0, 0.21756717963431133, 0.5254501038912178, 1.0]",[0],[0]
1693,"[0.0, 0.13154460175905913, 0.5230997099018472, 1.0]",[0],[0]
1694,"[0.0, 0.3883957335560861, 0.4877474815429527, 1.0]",[0],[0]
1695,"[1.0, 0.7134266012436614, 0.2851571420710513, 1.0]",[0],[1]
1696,"[0.0, 0.16966120993426687, 0.2652862505195519, 1.0]",[0],[0]
1697,"[0.0, 0.1284562781415306, 0.3639635283420996, 1.0]",[0],[0]
1698,"[0.0, 0.5096228526370339, 0.48048842476028497, 1.0]",[0],[0]
1699,"[0.0, 0.12047044688211249, 0.48480811921704914, 1.0]",[0],[0]
1700,"[0.0, 0.4462007495655645, 0.46011239298526074, 1.0]",[0],[0]
1701,"[0.0, 0.12751907283630776, 0.4382186300867213, 1.0]",[0],[0]
